NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
5 0.1 1 1 0.05 0.2 200 55.9908 1 20
30.3626 30.6929 29.3389 40.2741 12.3921 20.8925 113.962 82.2494 63.795 38.5598 76.9064 184.136 64.2715 9.98878 58.7018 81.1593 37.3065 86.6169 15.1526 43.0579
