NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
3 0.1 1 1 0.05 0.2 200 3.10445 1 20
3.35508 6.85792 3.96291 0.89003 3.82066 1.56154 0.896235 1.92748 2.65063 5.40236 5.59806 2.40217 5.53238 2.31543 0.367015 2.43419 0.670003 2.73067 6.27505 2.43919
