NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
3 0.1 1 0.05 0.05 0.2 200 3.03653 1 20
4.70784 1.4745 2.36916 5.54891 1.78208 2.07148 4.36772 3.64353 7.05046 1.5714 2.8448 0.981496 6.50486 3.15774 0.693025 4.03984 0.69265 2.15631 3.37769 1.69509
