NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
5 0.1 1 0.05 0.05 0.2 200 67.057 1 20
15.1752 7.94634 20.8001 35.0767 60.1188 72.1527 28.26 119.61 18.7126 41.6547 178.228 90.473 142.512 70.8839 81.3168 20.2801 43.6022 46.5364 151.27 96.5309
