NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
2 0.1 1 1 0.05 0.2 200 0.401125 1 20
0.180449 0.74545 1.27078 0.505201 0.332808 0.41066 0.378115 0.303965 0.518683 0.71418 0.252487 0.206448 0.24729 0.473512 0.184395 0.05617 0.495653 0.225115 0.181011 0.340129
