NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
6 0.1 1 1 0.05 0.2 200 103.597 0 20
143.595 77.2446 122.909 70.6381
