NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
2 0.1 1 0.1 0.05 0.2 200 0.343749 1 20
0.192754 0.239465 0.247148 0.538151 0.165329 0.563738 0.324181 0.321056 0.629336 0.265984 0.274419 0.33367 0.332661 0.150487 0.280746 0.615355 0.431147 0.393028 0.392995 0.183339
