NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
4 0.1 1 0.05 0.05 0.2 200 9.88968 1 20
7.93082 1.06891 4.36899 16.6103 18.4031 3.6824 13.8064 13.1438 7.74358 4.43766 3.90424 13.7658 15.4849 7.56426 4.83953 10.0137 10.526 13.9765 22.6048 3.91797
