NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
2 0.1 1 0.05 0.05 0.2 200 0.415912 1 20
0.133524 0.158991 0.294511 0.357086 0.216147 0.646231 0.217269 0.664222 0.403651 0.724508 0.344203 0.959731 0.68009 0.307208 0.363351 0.30822 0.235253 0.380364 0.699156 0.224528
