NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
4 0.1 1 1 0.05 0.2 200 14.5046 1 20
17.7899 8.97887 11.4132 1.25215 9.54827 12.9042 24.7808 21.1577 16.6827 6.8609 2.05423 19.9586 28.7556 10.7962 7.09058 11.3668 13.5069 14.956 26.3739 23.865
