NDOF THRESHOLD PROJECTION_CHOICE CELL_SIZE PROPAGATION_STEPSIZE GOAL_BIAS MAX_TIME AVG_RUNNING_TIME SUCCESS_RATE NRUNS
5 0.1 1 0.1 0.05 0.2 200 51.7846 1 20
18.3475 48.3531 48.8452 113.314 35.8377 22.0742 23.1475 76.8109 84.8261 15.4415 79.4661 86.2303 108.35 108.371 19.1941 17.8295 40.2146 12.4442 29.5719 47.0221
